year,state,month,number,date
2013,Amazonas,June,56,2013-06-01
2013,Amazonas,July,248,2013-07-01
2013,Amazonas,August,1.276,2013-08-01
2013,Amazonas,September,1.739,2013-09-01
2013,Amazonas,October,1.202,2013-10-01
2013,Amazonas,November,220,2013-11-01
2013,Amazonas,December,236,2013-12-01
2013,Bahia,January,125,2013-01-01
2013,Bahia,February,231,2013-02-01
2013,Bahia,March,363,2013-03-01
2013,Bahia,April,108,2013-04-01
2013,Bahia,May,141,2013-05-01
2013,Bahia,June,208,2013-06-01
2013,Bahia,July,362,2013-07-01
2013,Bahia,August,610,2013-08-01
2013,Bahia,September,2.681,2013-09-01
2013,Bahia,October,1.969,2013-10-01
2013,Bahia,November,288,2013-11-01
2013,Bahia,December,131,2013-12-01
2013,Ceara,January,103,2013-01-01
2013,Ceara,February,49,2013-02-01
2013,Ceara,March,17,2013-03-01
2013,Ceara,April,4,2013-04-01
2013,Ceara,May,4,2013-05-01
2013,Ceara,June,5,2013-06-01
2013,Ceara,July,4,2013-07-01
2013,Ceara,August,32,2013-08-01
2013,Ceara,September,177,2013-09-01
2013,Ceara,October,466,2013-10-01
2013,Ceara,November,1.081,2013-11-01
2013,Ceara,December,956,2013-12-01
2013,Distrito Federal,January,0,2013-01-01
2013,Distrito Federal,February,1,2013-02-01
2013,Distrito Federal,March,1,2013-03-01
2013,Distrito Federal,April,1,2013-04-01
2013,Distrito Federal,May,2,2013-05-01
2013,Distrito Federal,June,4,2013-06-01
2013,Distrito Federal,July,22,2013-07-01
2013,Distrito Federal,August,34,2013-08-01
2013,Distrito Federal,September,31,2013-09-01
2013,Distrito Federal,October,3,2013-10-01
2013,Distrito Federal,November,0,2013-11-01
2013,Distrito Federal,December,2,2013-12-01
2013,Espirito Santo,January,10,2013-01-01
2013,Espirito Santo,February,15,2013-02-01
2013,Espirito Santo,March,13,2013-03-01
2013,Espirito Santo,April,16,2013-04-01
2013,Espirito Santo,May,14,2013-05-01
2013,Espirito Santo,June,22,2013-06-01
2013,Espirito Santo,July,20,2013-07-01
2013,Espirito Santo,August,53,2013-08-01
2013,Espirito Santo,September,30,2013-09-01
2013,Espirito Santo,October,37,2013-10-01
2013,Espirito Santo,November,11,2013-11-01
2013,Espirito Santo,December,9,2013-12-01
2013,Goias,January,33,2013-01-01
2013,Goias,February,86,2013-02-01
2013,Goias,March,79,2013-03-01
2013,Goias,April,42,2013-04-01
2013,Goias,May,150,2013-05-01
2013,Goias,June,192,2013-06-01
2013,Goias,July,350,2013-07-01
2013,Goias,August,488,2013-08-01
2013,Goias,September,684,2013-09-01
2013,Goias,October,606,2013-10-01
2013,Goias,November,183,2013-11-01
2013,Goias,December,86,2013-12-01
2013,Maranhao,January,209,2013-01-01
2013,Maranhao,February,62,2013-02-01
2013,Maranhao,March,30,2013-03-01
2013,Maranhao,April,62,2013-04-01
2013,Maranhao,May,100,2013-05-01
2013,Maranhao,June,498,2013-06-01
2013,Maranhao,July,1.111,2013-07-01
2013,Maranhao,August,2.098,2013-08-01
2013,Maranhao,September,3.88,2013-09-01
2013,Maranhao,October,2.918,2013-10-01
2013,Maranhao,November,2.529,2013-11-01
2013,Maranhao,December,2.692,2013-12-01
2013,Mato Grosso,January,269,2013-01-01
2013,Mato Grosso,February,375,2013-02-01
2013,Mato Grosso,March,563,2013-03-01
2013,Mato Grosso,April,338,2013-04-01
2013,Mato Grosso,May,739,2013-05-01
2013,Mato Grosso,June,1.213,2013-06-01
2013,Mato Grosso,July,1.63,2013-07-01
2013,Mato Grosso,August,3.568,2013-08-01
2013,Mato Grosso,September,5.576,2013-09-01
2013,Mato Grosso,October,1.986,2013-10-01
2013,Mato Grosso,November,1.064,2013-11-01
2013,Mato Grosso,December,447,2013-12-01
2013,Mato Grosso,January,174,2013-01-01
2013,Mato Grosso,February,100,2013-02-01
2013,Mato Grosso,March,158,2013-03-01
2013,Mato Grosso,April,78,2013-04-01
2013,Mato Grosso,May,72,2013-05-01
2013,Mato Grosso,June,35,2013-06-01
2013,Mato Grosso,July,201,2013-07-01
2013,Mato Grosso,August,677,2013-08-01
2013,Mato Grosso,September,1.074,2013-09-01
2013,Mato Grosso,October,378,2013-10-01
2013,Mato Grosso,November,423,2013-11-01
2013,Mato Grosso,December,195,2013-12-01
2013,Minas Gerais,January,75,2013-01-01
2013,Minas Gerais,February,143,2013-02-01
2013,Minas Gerais,March,110,2013-03-01
2013,Minas Gerais,April,61,2013-04-01
2013,Minas Gerais,May,150,2013-05-01
2013,Minas Gerais,June,144,2013-06-01
2013,Minas Gerais,July,462,2013-07-01
2013,Minas Gerais,August,911,2013-08-01
2013,Minas Gerais,September,1.656,2013-09-01
2013,Minas Gerais,October,1.221,2013-10-01
2013,Minas Gerais,November,277,2013-11-01
2013,Minas Gerais,December,98,2013-12-01
2013,Pará,January,167,2013-01-01
2013,Pará,February,30,2013-02-01
2013,Pará,March,19,2013-03-01
2013,Pará,April,20,2013-04-01
2013,Pará,May,42,2013-05-01
2013,Pará,June,173,2013-06-01
2013,Pará,July,447,2013-07-01
2013,Pará,August,2.161,2013-08-01
2013,Pará,September,3.36,2013-09-01
2013,Pará,October,4.921,2013-10-01
2013,Pará,November,3.688,2013-11-01
2013,Pará,December,5.514,2013-12-01
2013,Paraiba,January,38,2013-01-01
2013,Paraiba,February,9,2013-02-01
2013,Paraiba,March,3,2013-03-01
2013,Paraiba,April,6,2013-04-01
2013,Paraiba,May,3,2013-05-01
2013,Paraiba,June,3,2013-06-01
2013,Paraiba,July,1,2013-07-01
2013,Paraiba,August,3,2013-08-01
2013,Paraiba,September,25,2013-09-01
2013,Paraiba,October,58,2013-10-01
2013,Paraiba,November,95,2013-11-01
2013,Paraiba,December,78,2013-12-01
2013,Paraiba,January,28,2013-01-01
2013,Paraiba,February,9,2013-02-01
2013,Paraiba,March,18,2013-03-01
2013,Paraiba,April,72,2013-04-01
2013,Paraiba,May,85,2013-05-01
2013,Paraiba,June,52,2013-06-01
2013,Paraiba,July,168,2013-07-01
2013,Paraiba,August,481,2013-08-01
2013,Paraiba,September,476,2013-09-01
2013,Paraiba,October,233,2013-10-01
2013,Paraiba,November,126,2013-11-01
2013,Paraiba,December,155,2013-12-01
2013,Pernambuco,January,55,2013-01-01
2013,Pernambuco,February,29,2013-02-01
2013,Pernambuco,March,40,2013-03-01
2013,Pernambuco,April,11,2013-04-01
2013,Pernambuco,May,9,2013-05-01
2013,Pernambuco,June,12,2013-06-01
2013,Pernambuco,July,4,2013-07-01
2013,Pernambuco,August,14,2013-08-01
2013,Pernambuco,September,143,2013-09-01
2013,Pernambuco,October,161,2013-10-01
2013,Pernambuco,November,110,2013-11-01
2013,Pernambuco,December,141,2013-12-01
2013,Piau,January,72,2013-01-01
2013,Piau,February,68,2013-02-01
2013,Piau,March,14,2013-03-01
2013,Piau,April,34,2013-04-01
2013,Piau,May,40,2013-05-01
2013,Piau,June,263,2013-06-01
2013,Piau,July,361,2013-07-01
2013,Piau,August,1.015,2013-08-01
2013,Piau,September,2.311,2013-09-01
2013,Piau,October,1.269,2013-10-01
2013,Piau,November,640,2013-11-01
2013,Piau,December,468,2013-12-01
2013,Rio,January,9,2013-01-01
2013,Rio,February,12,2013-02-01
2013,Rio,March,9,2013-03-01
2013,Rio,April,9,2013-04-01
2013,Rio,May,16,2013-05-01
2013,Rio,June,17,2013-06-01
2013,Rio,July,58,2013-07-01
2013,Rio,August,74,2013-08-01
2013,Rio,September,117,2013-09-01
2013,Rio,October,44,2013-10-01
2013,Rio,November,28,2013-11-01
2013,Rio,December,12,2013-12-01
2013,Rio,January,25,2013-01-01
2013,Rio,February,24,2013-02-01
2013,Rio,March,6,2013-03-01
2013,Rio,April,7,2013-04-01
2013,Rio,May,2,2013-05-01
2013,Rio,June,1,2013-06-01
2013,Rio,July,0,2013-07-01
2013,Rio,August,2,2013-08-01
2013,Rio,September,7,2013-09-01
2013,Rio,October,71,2013-10-01
2013,Rio,November,77,2013-11-01
2013,Rio,December,46,2013-12-01
2013,Rio,January,22,2013-01-01
2013,Rio,February,43,2013-02-01
2013,Rio,March,44,2013-03-01
2013,Rio,April,47,2013-04-01
2013,Rio,May,14,2013-05-01
2013,Rio,June,10,2013-06-01
2013,Rio,July,42,2013-07-01
2013,Rio,August,156,2013-08-01
2013,Rio,September,290,2013-09-01
2013,Rio,October,104,2013-10-01
2013,Rio,November,110,2013-11-01
2013,Rio,December,62,2013-12-01
2013,Rondonia,January,7,2013-01-01
2013,Rondonia,February,8,2013-02-01
2013,Rondonia,March,23,2013-03-01
2013,Rondonia,April,9,2013-04-01
2013,Rondonia,May,9,2013-05-01
2013,Rondonia,June,22,2013-06-01
2013,Rondonia,July,117,2013-07-01
2013,Rondonia,August,885,2013-08-01
2013,Rondonia,September,1.776,2013-09-01
2013,Rondonia,October,555,2013-10-01
2013,Rondonia,November,108,2013-11-01
2013,Rondonia,December,143,2013-12-01
2013,Roraima,January,397,2013-01-01
2013,Roraima,February,62,2013-02-01
2013,Roraima,March,179,2013-03-01
2013,Roraima,April,87,2013-04-01
2013,Roraima,May,4,2013-05-01
2013,Roraima,June,6,2013-06-01
2013,Roraima,July,4,2013-07-01
2013,Roraima,August,3,2013-08-01
2013,Roraima,September,18,2013-09-01
2013,Roraima,October,63,2013-10-01
2013,Roraima,November,106,2013-11-01
2013,Roraima,December,65,2013-12-01
2013,Santa Catarina,January,18,2013-01-01
2013,Santa Catarina,February,12,2013-02-01
2013,Santa Catarina,March,14,2013-03-01
2013,Santa Catarina,April,46,2013-04-01
2013,Santa Catarina,May,52,2013-05-01
2013,Santa Catarina,June,31,2013-06-01
2013,Santa Catarina,July,69,2013-07-01
2013,Santa Catarina,August,236,2013-08-01
2013,Santa Catarina,September,303,2013-09-01
2013,Santa Catarina,October,107,2013-10-01
2013,Santa Catarina,November,84,2013-11-01
2013,Santa Catarina,December,74,2013-12-01
2013,Sao Paulo,January,36,2013-01-01
2013,Sao Paulo,February,100,2013-02-01
2013,Sao Paulo,March,57,2013-03-01
2013,Sao Paulo,April,103,2013-04-01
2013,Sao Paulo,May,118,2013-05-01
2013,Sao Paulo,June,47,2013-06-01
2013,Sao Paulo,July,181,2013-07-01
2013,Sao Paulo,August,497,2013-08-01
2013,Sao Paulo,September,560,2013-09-01
2013,Sao Paulo,October,127,2013-10-01
2013,Sao Paulo,November,120,2013-11-01
2013,Sao Paulo,December,109,2013-12-01
2013,Sergipe,January,34,2013-01-01
2013,Sergipe,February,47,2013-02-01
2013,Sergipe,March,67,2013-03-01
2013,Sergipe,April,15,2013-04-01
2013,Sergipe,May,1,2013-05-01
2013,Sergipe,June,1,2013-06-01
2013,Sergipe,July,0,2013-07-01
2013,Sergipe,August,0,2013-08-01
2013,Sergipe,September,1,2013-09-01
2013,Sergipe,October,3,2013-10-01
2013,Sergipe,November,7,2013-11-01
2013,Sergipe,December,9,2013-12-01
2013,Tocantins,January,50,2013-01-01
2013,Tocantins,February,37,2013-02-01
2013,Tocantins,March,60,2013-03-01
2013,Tocantins,April,130,2013-04-01
2013,Tocantins,May,373,2013-05-01
2013,Tocantins,June,873,2013-06-01
2013,Tocantins,July,1.393,2013-07-01
2013,Tocantins,August,1.81,2013-08-01
2013,Tocantins,September,2.445,2013-09-01
2013,Tocantins,October,2.155,2013-10-01
2013,Tocantins,November,345,2013-11-01
2013,Tocantins,December,85,2013-12-01
2014,Acre,January,0,2014-01-01
2014,Acre,February,0,2014-02-01
2014,Acre,March,1,2014-03-01
2014,Acre,April,7,2014-04-01
2014,Acre,May,1,2014-05-01
2014,Acre,June,17,2014-06-01
2014,Acre,July,60,2014-07-01
2014,Acre,August,1.1,2014-08-01
2014,Acre,September,2.175,2014-09-01
2014,Acre,October,406,2014-10-01
2014,Acre,November,56,2014-11-01
2014,Acre,December,6,2014-12-01
2014,Alagoas,January,54,2014-01-01
2014,Alagoas,February,29,2014-02-01
2014,Alagoas,March,28,2014-03-01
2014,Alagoas,April,16,2014-04-01
2014,Alagoas,May,1,2014-05-01
2014,Alagoas,June,2,2014-06-01
2014,Alagoas,July,1,2014-07-01
2014,Alagoas,August,3,2014-08-01
2014,Alagoas,September,11,2014-09-01
2014,Alagoas,October,7,2014-10-01
2014,Alagoas,November,14,2014-11-01
2014,Alagoas,December,24,2014-12-01
2014,Amapa,January,10,2014-01-01
2014,Amapa,February,2,2014-02-01
2014,Amapa,March,1,2014-03-01
2014,Amapa,April,0,2014-04-01
2014,Amapa,May,0,2014-05-01
2014,Amapa,June,0,2014-06-01
2014,Amapa,July,4,2014-07-01
2014,Amapa,August,18,2014-08-01
2014,Amapa,September,137,2014-09-01
2014,Amapa,October,480,2014-10-01
2014,Amapa,November,484,2014-11-01
2014,Amapa,December,354,2014-12-01
2014,Amazonas,January,46,2014-01-01
2014,Amazonas,February,49,2014-02-01
2014,Amazonas,March,50,2014-03-01
2014,Amazonas,April,25,2014-04-01
2014,Amazonas,May,12,2014-05-01
2014,Amazonas,June,74,2014-06-01
2014,Amazonas,July,202,2014-07-01
2014,Amazonas,August,3.852,2014-08-01
2014,Amazonas,September,3.057,2014-09-01
2014,Amazonas,October,952,2014-10-01
2014,Amazonas,November,676,2014-11-01
2014,Amazonas,December,293,2014-12-01
2014,Bahia,January,132,2014-01-01
2014,Bahia,February,107,2014-02-01
2014,Bahia,March,148,2014-03-01
2014,Bahia,April,183,2014-04-01
2014,Bahia,May,224,2014-05-01
2014,Bahia,June,243,2014-06-01
2014,Bahia,July,249,2014-07-01
2014,Bahia,August,674,2014-08-01
2014,Bahia,September,2.604,2014-09-01
2014,Bahia,October,2.763,2014-10-01
2014,Bahia,November,348,2014-11-01
2014,Bahia,December,144,2014-12-01
2014,Ceara,January,115,2014-01-01
2014,Ceara,February,18,2014-02-01
2014,Ceara,March,6,2014-03-01
2014,Ceara,April,4,2014-04-01
2014,Ceara,May,4,2014-05-01
2014,Ceara,June,19,2014-06-01
2014,Ceara,July,47,2014-07-01
2014,Ceara,August,155,2014-08-01
2014,Ceara,September,155,2014-09-01
2014,Ceara,October,517,2014-10-01
2014,Ceara,November,829,2014-11-01
2014,Ceara,December,643,2014-12-01
2014,Distrito Federal,January,0,2014-01-01
2014,Distrito Federal,February,1,2014-02-01
2014,Distrito Federal,March,1,2014-03-01
2014,Distrito Federal,April,2,2014-04-01
2014,Distrito Federal,May,9,2014-05-01
2014,Distrito Federal,June,6,2014-06-01
2014,Distrito Federal,July,27,2014-07-01
2014,Distrito Federal,August,99,2014-08-01
2014,Distrito Federal,September,72,2014-09-01
2014,Distrito Federal,October,34,2014-10-01
2014,Distrito Federal,November,0,2014-11-01
2014,Distrito Federal,December,0,2014-12-01
2014,Espirito Santo,January,11,2014-01-01
2014,Espirito Santo,February,17,2014-02-01
2014,Espirito Santo,March,15,2014-03-01
2014,Espirito Santo,April,15,2014-04-01
2014,Espirito Santo,May,18,2014-05-01
2014,Espirito Santo,June,9,2014-06-01
2014,Espirito Santo,July,17,2014-07-01
2014,Espirito Santo,August,47,2014-08-01
2014,Espirito Santo,September,61,2014-09-01
2014,Espirito Santo,October,89,2014-10-01
2014,Espirito Santo,November,20,2014-11-01
2014,Espirito Santo,December,28,2014-12-01
2014,Goias,January,80,2014-01-01
2014,Goias,February,44,2014-02-01
2014,Goias,March,80,2014-03-01
2014,Goias,April,138,2014-04-01
2014,Goias,May,210,2014-05-01
2014,Goias,June,318,2014-06-01
2014,Goias,July,446,2014-07-01
2014,Goias,August,1.255,2014-08-01
2014,Goias,September,1.687,2014-09-01
2014,Goias,October,1.947,2014-10-01
2014,Goias,November,181,2014-11-01
2014,Goias,December,68,2014-12-01
2014,Maranhao,January,195,2014-01-01
2014,Maranhao,February,29,2014-02-01
2014,Maranhao,March,59,2014-03-01
2014,Maranhao,April,78,2014-04-01
2014,Maranhao,May,148,2014-05-01
2014,Maranhao,June,812,2014-06-01
2014,Maranhao,July,2.068,2014-07-01
2014,Maranhao,August,5.592,2014-08-01
2014,Maranhao,September,4.373,2014-09-01
2014,Maranhao,October,5.812,2014-10-01
2014,Maranhao,November,3.869,2014-11-01
2014,Maranhao,December,2.4,2014-12-01
2014,Mato Grosso,January,315,2014-01-01
2014,Mato Grosso,February,199,2014-02-01
2014,Mato Grosso,March,655,2014-03-01
2014,Mato Grosso,April,859,2014-04-01
2014,Mato Grosso,May,933,2014-05-01
2014,Mato Grosso,June,1.795,2014-06-01
2014,Mato Grosso,July,2.255,2014-07-01
2014,Mato Grosso,August,7.167,2014-08-01
2014,Mato Grosso,September,7.081,2014-09-01
2014,Mato Grosso,October,5.281,2014-10-01
2014,Mato Grosso,November,1.018,2014-11-01
2014,Mato Grosso,December,466,2014-12-01
2014,Mato Grosso,January,197,2014-01-01
2014,Mato Grosso,February,139,2014-02-01
2014,Mato Grosso,March,95,2014-03-01
2014,Mato Grosso,April,129,2014-04-01
2014,Mato Grosso,May,70,2014-05-01
2014,Mato Grosso,June,84,2014-06-01
2014,Mato Grosso,July,193,2014-07-01
2014,Mato Grosso,August,312,2014-08-01
2014,Mato Grosso,September,365,2014-09-01
2014,Mato Grosso,October,581,2014-10-01
2014,Mato Grosso,November,190,2014-11-01
2014,Mato Grosso,December,84,2014-12-01
2014,Minas Gerais,January,133,2014-01-01
2014,Minas Gerais,February,157,2014-02-01
2014,Minas Gerais,March,77,2014-03-01
2014,Minas Gerais,April,161,2014-04-01
2014,Minas Gerais,May,224,2014-05-01
2014,Minas Gerais,June,376,2014-06-01
2014,Minas Gerais,July,559,2014-07-01
2014,Minas Gerais,August,1.952,2014-08-01
2014,Minas Gerais,September,3.454,2014-09-01
2014,Minas Gerais,October,4.735,2014-10-01
2014,Minas Gerais,November,398,2014-11-01
2014,Minas Gerais,December,155,2014-12-01
2014,Pará,January,251,2014-01-01
2014,Pará,February,37,2014-02-01
2014,Pará,March,34,2014-03-01
2014,Pará,April,27,2014-04-01
2014,Pará,May,70,2014-05-01
2014,Pará,June,319,2014-06-01
2014,Pará,July,825,2014-07-01
2014,Pará,August,8.555,2014-08-01
2014,Pará,September,6.787,2014-09-01
2014,Pará,October,6.448,2014-10-01
2014,Pará,November,7.767,2014-11-01
2014,Pará,December,4.828,2014-12-01
2014,Paraiba,January,75,2014-01-01
2014,Paraiba,February,6,2014-02-01
2014,Paraiba,March,18,2014-03-01
2014,Paraiba,April,8,2014-04-01
2014,Paraiba,May,1,2014-05-01
2014,Paraiba,June,1,2014-06-01
2014,Paraiba,July,9,2014-07-01
2014,Paraiba,August,30,2014-08-01
2014,Paraiba,September,51,2014-09-01
2014,Paraiba,October,70,2014-10-01
2014,Paraiba,November,111,2014-11-01
2014,Paraiba,December,62,2014-12-01
2014,Paraiba,January,86,2014-01-01
2014,Paraiba,February,52,2014-02-01
2014,Paraiba,March,42,2014-03-01
2014,Paraiba,April,38,2014-04-01
2014,Paraiba,May,109,2014-05-01
2014,Paraiba,June,112,2014-06-01
2014,Paraiba,July,215,2014-07-01
2014,Paraiba,August,646,2014-08-01
2014,Paraiba,September,443,2014-09-01
2014,Paraiba,October,411,2014-10-01
2014,Paraiba,November,68,2014-11-01
2014,Paraiba,December,78,2014-12-01
2014,Pernambuco,January,99,2014-01-01
2014,Pernambuco,February,25,2014-02-01
2014,Pernambuco,March,36,2014-03-01
2014,Pernambuco,April,10,2014-04-01
2014,Pernambuco,May,4,2014-05-01
2014,Pernambuco,June,3,2014-06-01
2014,Pernambuco,July,11,2014-07-01
2014,Pernambuco,August,23,2014-08-01
2014,Pernambuco,September,63,2014-09-01
2014,Pernambuco,October,174,2014-10-01
2014,Pernambuco,November,111,2014-11-01
2014,Pernambuco,December,101,2014-12-01
2014,Piau,January,79,2014-01-01
2014,Piau,February,14,2014-02-01
2014,Piau,March,88,2014-03-01
2014,Piau,April,63,2014-04-01
2014,Piau,May,138,2014-05-01
2014,Piau,June,373,2014-06-01
2014,Piau,July,1.177,2014-07-01
2014,Piau,August,2.265,2014-08-01
2014,Piau,September,2.536,2014-09-01
2014,Piau,October,1.788,2014-10-01
2014,Piau,November,717,2014-11-01
2014,Piau,December,346,2014-12-01
2014,Rio,January,35,2014-01-01
2014,Rio,February,116,2014-02-01
2014,Rio,March,38,2014-03-01
2014,Rio,April,25,2014-04-01
2014,Rio,May,20,2014-05-01
2014,Rio,June,54,2014-06-01
2014,Rio,July,62,2014-07-01
2014,Rio,August,199,2014-08-01
2014,Rio,September,318,2014-09-01
2014,Rio,October,500,2014-10-01
2014,Rio,November,36,2014-11-01
2014,Rio,December,25,2014-12-01
2014,Rio,January,34,2014-01-01
2014,Rio,February,8,2014-02-01
2014,Rio,March,6,2014-03-01
2014,Rio,April,2,2014-04-01
2014,Rio,May,2,2014-05-01
2014,Rio,June,2,2014-06-01
2014,Rio,July,2,2014-07-01
2014,Rio,August,21,2014-08-01
2014,Rio,September,30,2014-09-01
2014,Rio,October,75,2014-10-01
2014,Rio,November,124,2014-11-01
2014,Rio,December,47,2014-12-01
2014,Rio,January,53,2014-01-01
2014,Rio,February,37,2014-02-01
2014,Rio,March,58,2014-03-01
2014,Rio,April,60,2014-04-01
2014,Rio,May,63,2014-05-01
2014,Rio,June,62,2014-06-01
2014,Rio,July,209,2014-07-01
2014,Rio,August,1.168,2014-08-01
2014,Rio,September,224,2014-09-01
2014,Rio,October,110,2014-10-01
2014,Rio,November,68,2014-11-01
2014,Rio,December,31,2014-12-01
2014,Rondonia,January,12,2014-01-01
2014,Rondonia,February,5,2014-02-01
2014,Rondonia,March,13,2014-03-01
2014,Rondonia,April,15,2014-04-01
2014,Rondonia,May,28,2014-05-01
2014,Rondonia,June,92,2014-06-01
2014,Rondonia,July,192,2014-07-01
2014,Rondonia,August,3.038,2014-08-01
2014,Rondonia,September,2.8,2014-09-01
2014,Rondonia,October,1.063,2014-10-01
2014,Rondonia,November,202,2014-11-01
2014,Rondonia,December,144,2014-12-01
2014,Roraima,January,355,2014-01-01
2014,Roraima,February,226,2014-02-01
2014,Roraima,March,494,2014-03-01
2014,Roraima,April,162,2014-04-01
2014,Roraima,May,58,2014-05-01
2014,Roraima,June,4,2014-06-01
2014,Roraima,July,9,2014-07-01
2014,Roraima,August,12,2014-08-01
2014,Roraima,September,67,2014-09-01
2014,Roraima,October,61,2014-10-01
2014,Roraima,November,143,2014-11-01
2014,Roraima,December,277,2014-12-01
2014,Santa Catarina,January,58,2014-01-01
2014,Santa Catarina,February,27,2014-02-01
2014,Santa Catarina,March,15,2014-03-01
2014,Santa Catarina,April,34,2014-04-01
2014,Santa Catarina,May,42,2014-05-01
2014,Santa Catarina,June,3,2014-06-01
2014,Santa Catarina,July,82,2014-07-01
2014,Santa Catarina,August,459,2014-08-01
2014,Santa Catarina,September,208,2014-09-01
2014,Santa Catarina,October,122,2014-10-01
2014,Santa Catarina,November,43,2014-11-01
2014,Santa Catarina,December,45,2014-12-01
2014,Sao Paulo,January,99,2014-01-01
2014,Sao Paulo,February,112,2014-02-01
2014,Sao Paulo,March,75,2014-03-01
2014,Sao Paulo,April,103,2014-04-01
2014,Sao Paulo,May,181,2014-05-01
2014,Sao Paulo,June,331,2014-06-01
2014,Sao Paulo,July,476,2014-07-01
2014,Sao Paulo,August,1.458,2014-08-01
2014,Sao Paulo,September,882,2014-09-01
2014,Sao Paulo,October,887,2014-10-01
2014,Sao Paulo,November,56,2014-11-01
2014,Sao Paulo,December,57,2014-12-01
2014,Sergipe,January,20,2014-01-01
2014,Sergipe,February,18,2014-02-01
2014,Sergipe,March,33,2014-03-01
2014,Sergipe,April,7,2014-04-01
2014,Sergipe,May,1,2014-05-01
2014,Sergipe,June,0,2014-06-01
2014,Sergipe,July,0,2014-07-01
2014,Sergipe,August,0,2014-08-01
2014,Sergipe,September,4,2014-09-01
2014,Sergipe,October,3,2014-10-01
2014,Sergipe,November,9,2014-11-01
2014,Sergipe,December,9,2014-12-01
2014,Tocantins,January,89,2014-01-01
2014,Tocantins,February,73,2014-02-01
2014,Tocantins,March,58,2014-03-01
2014,Tocantins,April,187,2014-04-01
2014,Tocantins,May,618,2014-05-01
2014,Tocantins,June,1.372,2014-06-01
2014,Tocantins,July,1.404,2014-07-01
2014,Tocantins,August,2.917,2014-08-01
2014,Tocantins,September,3.52,2014-09-01
2014,Tocantins,October,4,2014-10-01
2014,Tocantins,November,451,2014-11-01
2014,Tocantins,December,223,2014-12-01
2015,Acre,January,1,2015-01-01
2015,Acre,February,2,2015-02-01
2015,Acre,March,2,2015-03-01
2015,Acre,April,3,2015-04-01
2015,Acre,May,2,2015-05-01
2015,Acre,June,40,2015-06-01
2015,Acre,July,109,2015-07-01
2015,Acre,August,1.397,2015-08-01
2015,Acre,September,2.928,2015-09-01
2015,Acre,October,905,2015-10-01
2015,Acre,November,115,2015-11-01
2015,Acre,December,8,2015-12-01
2015,Alagoas,January,81,2015-01-01
2015,Alagoas,February,46,2015-02-01
2015,Alagoas,March,32,2015-03-01
2015,Alagoas,April,63,2015-04-01
2015,Alagoas,May,18,2015-05-01
2015,Alagoas,June,2,2015-06-01
2015,Alagoas,July,0,2015-07-01
2015,Alagoas,August,3,2015-08-01
2015,Alagoas,September,7,2015-09-01
2015,Alagoas,October,40,2015-10-01
2015,Alagoas,November,162,2015-11-01
2015,Alagoas,December,136,2015-12-01
2015,Amapa,January,14,2015-01-01
2015,Amapa,February,1,2015-02-01
2015,Amapa,March,2,2015-03-01
2015,Amapa,April,0,2015-04-01
2015,Amapa,May,0,2015-05-01
2015,Amapa,June,3,2015-06-01
2015,Amapa,July,5,2015-07-01
2015,Amapa,August,40,2015-08-01
2015,Amapa,September,192,2015-09-01
2015,Amapa,October,827,2015-10-01
2015,Amapa,November,1.3,2015-11-01
2015,Amapa,December,269,2015-12-01
2015,Amazonas,January,35,2015-01-01
2015,Amazonas,February,107,2015-02-01
2015,Amazonas,March,46,2015-03-01
2015,Amazonas,April,24,2015-04-01
2015,Amazonas,May,10,2015-05-01
2015,Amazonas,June,33,2015-06-01
2015,Amazonas,July,356,2015-07-01
2015,Amazonas,August,4.564,2015-08-01
2015,Amazonas,September,5.882,2015-09-01
2015,Amazonas,October,2.494,2015-10-01
2015,Amazonas,November,1.054,2015-11-01
2015,Amazonas,December,565,2015-12-01
2015,Bahia,January,256,2015-01-01
2015,Bahia,February,143,2015-02-01
2015,Bahia,March,229,2015-03-01
2015,Bahia,April,190,2015-04-01
2015,Bahia,May,144,2015-05-01
2015,Bahia,June,242,2015-06-01
2015,Bahia,July,306,2015-07-01
2015,Bahia,August,829,2015-08-01
2015,Bahia,September,7.956,2015-09-01
2015,Bahia,October,4.989,2015-10-01
2015,Bahia,November,1.705,2015-11-01
2015,Bahia,December,1.408,2015-12-01
2015,Ceara,January,207,2015-01-01
2015,Ceara,February,25,2015-02-01
2015,Ceara,March,20,2015-03-01
2015,Ceara,April,3,2015-04-01
2015,Ceara,May,17,2015-05-01
2015,Ceara,June,22,2015-06-01
2015,Ceara,July,25,2015-07-01
2015,Ceara,August,127,2015-08-01
2015,Ceara,September,214,2015-09-01
2015,Ceara,October,658,2015-10-01
2015,Ceara,November,1.081,2015-11-01
2015,Ceara,December,1.021,2015-12-01
2015,Distrito Federal,January,1,2015-01-01
2015,Distrito Federal,February,0,2015-02-01
2015,Distrito Federal,March,0,2015-03-01
2015,Distrito Federal,April,0,2015-04-01
2015,Distrito Federal,May,2,2015-05-01
2015,Distrito Federal,June,1,2015-06-01
2015,Distrito Federal,July,15,2015-07-01
2015,Distrito Federal,August,53,2015-08-01
2015,Distrito Federal,September,76,2015-09-01
2015,Distrito Federal,October,21,2015-10-01
2015,Distrito Federal,November,3,2015-11-01
2015,Distrito Federal,December,0,2015-12-01
2015,Espirito Santo,January,76,2015-01-01
2015,Espirito Santo,February,60,2015-02-01
